text,label
"इला कानो, डाउनलोड करें, निःशुल्क आएं..",0
"हाहा आंकड़े, ठीक है मुझे टुकड़ा और प्रिसिला का कटोरा मिल गया",0
क्या आप ऑनलाइन लेनदेन कर सकते हैं?,0
तुम मुझे बताओ कि मैं कैसा हूँ नहीं... मैं उसके बाद घर पर नहीं हूँ...,0
आप क्या कर रहे हैं? आप कैसे हैं?,0
मुझे उस संदेश का दूसरा भाग नहीं मिला,0
यदि आप चाहें तो जहां भी आपके अन्य पक्षी मिलेंगे वहां से आपको उठाकर झपट्टा मारने में मदद कर सकते हैं।,0
"ठीक है, क्या चल रहा है?",0
नमस्कार महोदया क्या हाल है ?,0
वास्तव में सो रहा था और जब आप वापस कॉल करेंगे तब भी सो सकता हूँ। तो एक पाठ gr8 है. तुम कमाल कर रही हो बहन. जब मैं जागूंगा तो आपको एक संदेश भेजूंगा।,0
अच्छा। क्या आपको लगता है कि आप मुझे कुछ तस्वीरें भेज सकते हैं? मुझे आपका ऊपर और नीचे का हिस्सा देखना अच्छा लगेगा...,0
"हे दोस्त! प्रिये, आप कैसे हैं? क्या आपकी छुट्टियाँ अच्छी रहीं? गिम्मी डे गॉस!x",0
"मेरे पास किसी का नंबर नहीं है, मैंने अभी भी एलेक्स से पूछने का कोई उचित तरीका नहीं सोचा है",0
"मैं डेरेक और ले रहा हूँ टेलर से वॉलमार्ट, यदि मैं आपका काम पूरा होने तक वापस नहीं आऊं तो बस माउस को मेरी मेज पर छोड़ दें और जब प्रिसिला तैयार हो जाएगी तो मैं आपको संदेश भेजूंगा",0
ठीक है..मुझे बताएं,0
तुम बहुत बहुत बुरी लड़की हो. या महिला.,0
के फिर 2मैरो क्या आप क्लास में आ रहे हैं।,0
कैलिस दूसरी पारी में बल्लेबाजी नहीं करेंगे।,0
तुमसे मिलना मेरा काम है. . . मुझे बताओ कि मैं कल अपना काम कब करूंगा? यही मायने रखता है,0
"हाहा, मेरे पैर और गर्दन मुझे मार रहे हैं और मेरे दोस्त रात को जलने के साथ खत्म करने की उम्मीद कर रहे हैं, क्या मुझे लगता है कि मैं एक घंटे में गुजर सकता हूं?",0
हर दिन मैं &lt;#&gt; के बाद सोता था।  तो केवल.,0
"क्षमा करें, जरूरी काम है..",0
"सुप्रभात, कृपया मुझे कॉल करें सर..मुझे एक जरूरी काम है..",0
"ओह इसे बंद करो. हे भगवान, कल मैंने सपना देखा कि मेरे दो बच्चे हैं, दोनों लड़के। मुझे बहुत गुस्सा आ रहा था. न केवल बच्चों के बारे में बल्कि उनके लड़के होने के बारे में भी। मैंने सपने में भी मार्क को बताया था कि वह डायपर बदल रहा है क्योंकि मुझे चेहरे पर कोई परेशानी नहीं हो रही है।",0
"आह्ह...अभी उठा! तुम्हारे बारे में एक बुरा सपना देखा, इसलिए मैं तुम्हें अभी पसंद नहीं करता :) मैं कॉमेडी नाइट के बारे में कुछ नहीं जानता लेकिन मुझे लगता है कि मैं इसके लिए तैयार हूं।",0
ऐसी बातों पर यकीन करना मुश्किल है. झूठ तो सभी बोल सकते हैं लेकिन मुझसे कुछ भी कहने से पहले दो बार सोच लेना.,0
"वाह, मैंने नहीं सोचा था कि यह इतना सामान्य है। मैं यह सब वापस लेता हूँ, आप कोई सनकी नहीं हैं! जब तक आप इसे काट न दें:-)",0
"हाँ, उसने मुझे संदेश भेजा: क्या वह यिजु है? फिर मैंने कहा कि यह मेरा ग्रुप मेट है क्योंकि हम आज मिल रहे हैं... मैं पूछ रहा हूं कि क्या आप पहले जा रहे हैं या क्या होगा क्योंकि शायद आपको बहुत दूर तक चलना होगा...",0
तुम्हें उठना होगा. अब।,0
दर्द कैसा है? आशा है आप ठीक होंगे..,0
"इसे प्यार करना! ऑफिस में लड़कियों को आश्चर्य हो सकता है कि आप क्यों मुस्कुरा रहे हैं, लेकिन दुख होता है...",0
यह अभी भी काम नहीं कर रहा है. और इस बार मैंने शून्य जोड़ने का भी प्रयास किया। यही बचत थी. जाँच &lt;#&gt;,0
सब कैसा चल रहा है? बस एक त्वरित प्रश्न.,0
"मरो... मैंने गलती से ई संदेश हटा दिया है, मुझे लगता है कि इसे ई सिम संग्रह में डाल दिया गया है। हैज़... मैं बहुत दुखी हूं...",0
"नहीं, मेरा इरादा इसे पोस्ट करने का नहीं था। मैंने इसे लिखा है, और कई अन्य बार की तरह मैंने आपको चीजें लिखी हैं, मैंने इसे वहीं रहने दिया। यह वही था जो मैं उस समय महसूस कर रहा था। मैं गुस्से में था. जाने से पहले, मैंने सेंड बटन दबाया, फिर रुक गया। यह वहां नहीं था. जब मैं अपनी कार के पास पहुंचा तो मैंने अपने फोन पर जांच की। यह वहां नहीं था. तुमने कहा था कि तुम्हें नींद नहीं आयी, तुम ऊब गये हो। तो वह समय सफ़ाई करने, कपड़े धोने आदि का क्यों नहीं होगा? कम से कम बिस्तर तो बनाओ?",0
माफ करना मेरे से आपकी कॉल छूट गई। क्या आप कृपया वापस कॉल कर सकते हैं?,0
आप कैसे हैं। बहुत समय हो गया. एबीजे कैसा है?,0
मानो मुझे सोने में पर्याप्त परेशानी नहीं हो रही थी।,0
नमस्ते। वे 8 बजे गाँव के पब में जा रहे हैं इसलिए या तो यहाँ आएँ या वहाँ जाएँ। ठीक है?,0
धन्यवाद यार. क्या आप लोग 2 रात को बाहर हैं?,0
तो क्या आप लोग पूछ रहे हैं कि मुझे वह चप्पल दोबारा मिल जाए या वह पिछले साल ही चली गई,0
तुम लोग मुझे कभी भी कहीं भी आमंत्रित मत करो :(,0
मेरे कंप्यूटर ने केवल एकमात्र आवश्यक भाग को नष्ट कर दिया है जिसे हम अपने पास नहीं रखते हैं क्योंकि मेरे बेवकूफ रूममेट उसे पूर्ण &lt;#&gt; पर चालू रखना चाहते हैं। /7,0
"अरे सेक्सी बन्स! मैंने तुम्हे कहा था ? मैं तुमसे प्यार करता हूँ, लवरबॉय। मुझे आशा है कि आप अपनी भाभी को उन मीटबॉल *मुस्कुराहट* के लिए धन्यवाद देना याद रखेंगे... मैं तुमसे प्यार करता हूँ, बेब",0
"बहुत अच्छा, हाँ कृपया!",0
"मार्च के अंत तक, मुझे तैयार हो जाना चाहिए। लेकिन तुम्हें फोन जरूर करूंगा. समस्या यह है कि मेरी पूंजी कभी पूरी नहीं होती। तुमसे कितनी दूर. काम कैसा है और देवियाँ",0
जोकिन ओनली लार...:-) यह इस पर निर्भर करता है कि मेरे पिता को कौन सा फोन मिल सकता है...,0
मैंने सोचा कि स्लाइड ही काफी है.,0
"मैं बहुत कुछ कहना चाहता हूँ!! मैं आपको एक पोस्टकार्ड भेजूँगा, लेकिन मुझे याद रखने की बहुत अधिक संभावना है क्योंकि कहीं ऐसा न हो कि वह अपना अनुबंध न तोड़ दे!! एलयूवी याक्स",0
यार हमें फिर से समर्थन करना चाहिए,0
खरीदारी lor. वे महज़ ज़ोर से बारिश कर रहे हैं 2 बगीचे छोड़ दें।,0
मेरा अपना ओगा क्या हाल है? अपना फ़ोन घर पर छोड़ दिया और बस आपके संदेश देखे। आशा है आप अच्छे होंगे. सप्ताहांत बहुत अच्छा गुजरे।,0
टोमो को कॉफ़ी पीने की ज़रूरत है?विश्वास नहीं हो रहा कि सप्ताह का वह समय आ गया है,0
ओह बिस्तर पर पड़ी आँख? आप क्या सोच रहे हैं?,0
ठीक है कोई समस्या नहीं है उन्हें टैक्सी मिल जाएगी। कल और मंगलवार को आओ। मंगलवार को सोचिए कि हम सब सिनेमा देखने जा रहे हैं।,0
ठीक है... हाँ...,0
क्या आप इतने व्यस्त हैं? मुझे ऐसा नहीं लगता,0
कृपया इसे 2 दे दें या यदि ठीक है तो मैं इसे मंगलवार शाम लगभग 8 बजे ले लूँगा।,0
मैं इस ऐप के बारे में चिंता करते हुए पूरी रात जागता रहा। यह शर्म की बात है कि हम क्विज़ पॉपकॉर्न के साथ लड़कियों की नाइट आउट से चूक गए और आप मेरे बाल बना रहे हैं।,0
हा हा हा अच्छा मजाक है. लड़कियाँ परिस्थिति की खोजी होती हैं।,0
"सर, मैं आपके कॉल का इंतजार कर रहा हूं।",0
वाह! बेहतर होगा कि आपने यह बात अन्य 5 लड़कियों को भी न बताई हो।,0
लेकिन मैं सोमवार को 2 स्कूलों में जाऊँगा। मेरी बहन को दो स्मथ चाहिए।,0
"यो, कोई क्लास tmrw नहीं है ना?",0
"मेरा दुखद व्यक्तिगत विचार- ""मैं हर समय हर किसी को खुश रखने की कोशिश करता हूं। लेकिन जब मैं अकेला होता हूं तो कोई मुझे नहीं पहचानता""",0
मुझे यकीन नहीं है कि मेरे पास इसके लिए दम है...,0
जब यह शुरू होगा तो मैं आपको बता दूंगा,0
"हाँ, कोई ज़रूरत नहीं. मैं बस 4 और बारिश 2 रुकने का इंतज़ार करूँगा।",0
अभी योजना नहीं बनाई है :)केवल 5 जनवरी को कंपनी ज्वाइन करने जा रहा हूँ।पता नहीं उसके बाद क्या होगा।,0
"हथियार ठीक हैं, कार्डिफ़ और यूनी कैसे हैं?",0
मुझे सचमुच खेद है कि मैं इस शुक्रवार को ऐसा नहीं कर पाऊंगा। आशा है कि आप कोई विकल्प ढूंढ लेंगे। आशा है कि वर्ष का कार्यकाल ठीक रहेगा:-),0
ठीक है फिर मैं आधे घंटे बाद तुम्हारे घर आऊंगा,0
यह एक लैपटॉप है इसे अपने साथ ले जाएं।,0
मुझे लगता है कि वह आरआर के लिए बेकार है..,0
वैसे भी जब आप वापस आएं तो मुझे गंभीर रूप से मारें क्योंकि अन्यथा मुझे आर्मंड के साथ रोशनी करनी होगी और वह हमेशा गंदगी करता रहता है और/या उल्टी करता रहता है,0
आपको ब्राउजर खोलने और सर्फ करने के लिए डायल अप का उपयोग करने की आवश्यकता है...,0
तुम उसे बुलाओ और अभी उनके सामने बताओ. अभी उसे बुलाओ.,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. इसलिए अपने दोस्तों से बहस न करें... . . उन्हें लात मारो & amp; कहो, मैं हमेशा सही होता हूँ.!",0
"मुझे नहीं पता... आपको अपने बॉयफ्रेंड के पैसे मिलते हैं... ठीक है, अन्य दिनों में।",0
"अरे, जब आपने ड्राइविंग के लिए पंजीकरण कराया था तो आपने उन्हें अपना फोटो दिया था, आह? टीएमआर yck पर मिलना चाहते हैं?",0
और जब आपका काम पूरा हो जाएगा तो मेरा मतलब अब है,0
मैं कुछ भी सुनना नहीं चाहता,0
एक प्रकार का। गैराज में ले गया. निकास के मध्य भाग को बदलने की आवश्यकता है। पार्ट का ऑर्डर दिया गया है और इसे आज सुबह ठीक करने के लिए ले जाया जा रहा है।,0
"[...] वैसे भी, आपको ढेर सारी शुभ संध्याएँ! एस",0
आँख! आरोपों को शांत करें.. आप जानते हैं कि इवाना को पता है कि आप दव/अंत में क्या कर रहे हैं... आपने कई सालों से ऐसा नहीं किया है..अगर आपका यूपी4 नेटिंग सैट है तो मुझे फोन करें।लव जे XXX।,0
क्या आप आज रैखिक बीजगणित ले रहे हैं?,0
"जन तेजी से आ रहा है. तो, आपको नए साल की बहुत-बहुत शुभकामनाएँ, हैप्पी संक्रांति, हैप्पी गणतंत्र दिवस, हैप्पी वैलेंटाइन्स डे, हैप्पी शिवरात्रि, हैप्पी उगादि, हैप्पी फ़ूल्स डे, हैप्पी मई डे, हैप्पी स्वतंत्रता दिवस, हैप्पी फ्रेंडशिप, हैप्पी मदर, फादर, टीचर्स, चाइल्ड्स डे, और हैप्पी बर्थडे 4 यू. हैप्पी गणेश उत्सव, हैप्पी दशहरा, हैप्पी दिवाली, हैप्पी क्रिसमस &lt;#&gt;  सुप्रभात दोपहर, शाम रातें। याद रखें, मैं आप सभी को शुभकामनाएं देने वाला पहला व्यक्ति हूं...आपका राज",0
सच में... मुझे लगता है कि आपका पेपर बहुत पहले ही ख़त्म हो गया था... लेकिन अब आपने जो कॉपी की है वह काम में आ गई है? तुम खुश हो... मुझे अभी भी दूसरी पढ़ाई करनी है:-(,0
अभी नहाना ख़त्म करो...,0
"मुझे लगता है कि आपका गुरु ऐसा है, लेकिन 100 प्रतिशत निश्चित नहीं हूं।",0
"क्या आपका हम्सटर मर गया है? अरे तो टीएमआर, मैं आपसे दोपहर 1 बजे ऑर्चर्ड एमआरटी पर मिलूंगा?",0
"ठीक है, आपको विवरण बाद में बताऊंगा...",0
आशा है कि यह पाठ आपको मुस्कुराते हुए मिलेगा। यदि नहीं तो यह पाठ आपको मुस्कुराने का कारण देता है। एक खूबसूरत दिन मुबारक हो।,0
ठीक है..आइये पता लगाते हैं,0
आप व्यस्त हैं या क्या मैं किसी समय आकर पता लगा सकता हूँ कि हम कल क्या करेंगे,0
यह अच्छा है। मैं तुम्हें खुश करना चाहता हूँ...,0
क्या मैं आपको बाद में कॉल कर सकता हूँ कृपया,0
"मेरा मोबाइल नंबर कृपया अपनी मेल आईडी पर एसएमएस करें। आचान, अम्मा, राकेश, कतर को सादर धन्यवाद।",0
"सुप्रभात, कृपया मुझे कॉल करें सर",0
हाहा ठीक है मैं भी यही सोच रहा था हाहा,0
ठीक है पा. कोई समस्या नहीं:-),0
"ठीक है हे भगवान, मुझे अपना ऑर्डर बदलकर आधा8वाँ कर देना होगा",0
मुझे खेद है कि यह मेरे दोस्त का फोन है और केट की तरह मैंने इसे नहीं लिखा,0
"ठीक है, थोड़ी देर में मिलते हैं",0
ज्यूस गोदी में नाव के बिस्तर पर जाग गया। SLEPT WID 25 YEAR OLD. स्पिनआउट! गिव यू दा गॉसिप एल8आर। XXX,0
"असल में, जो भी करें, जनवरी से पहले किसी समय ताम्पा में रहने का बहाना अवश्य खोजें",0
"हाँ... अरे, फिर एक दिन शुक्रवार को हम मिवा और जियिन से छुट्टी लेकर कराओके जाने के लिए कह सकते हैं",0
हाँ! मैं एक महिला पुरुष हूँ! कृपया मुझे बिस्तर पर अपनी पसंद-नापसंद बताएं...,0
क्या तुम इस समय काम पर हो ?,0
4. चलो बिल मिलर्स के पास चलते हैं,0
"नमस्ते, सप्ताहांत ठीक है लेकिन यात्रा भयानक है। सप्ताह अच्छा नहीं है क्योंकि इसमें मार्किंग का बहुत बड़ा बैक लॉग है",0
के..आप भी मैसेज नहीं करते या उसके मैसेज का जवाब नहीं देते..,0
अगर भारत जीतता है या सीरीज बराबर करता है तो इसका मतलब है कि यह रिकॉर्ड है:),0
"जीना बहुत आसान है.. प्यार करना भी बहुत आसान है.. हंसना भी बहुत आसान है.. जीतना भी बहुत आसान है.. लेकिन, 'सरल' होना बहुत मुश्किल है...;-) :-)",0
क्या तुम अजीब हो?,0
कभी-कभी दिल किसी को बहुत याद करता है... किसी को जल्दी ही भूल जाता है... क्योंकि दिल हर किसी को पसंद नहीं करता। लेकिन पसंद किए गए लोगों को हर समय याद रखा जाएगा... बीएसएलवीवाईएल,0
हम्म्म.लेकिन आपको इसे एक दिन देना चाहिए..,0
बस वही करें जो आपके लिए आसान हो,0
और जब भी आप और मैं देखें तो हम भी जुड़ सकते हैं।,0
मैंने भाग लिया लेकिन वहां कुछ भी नहीं है।,0
"अरे, ऐसा लगता है कि मैं गलत था और कप्पा लोगों में से एक का नंबर अभी भी मेरे फोन पर है, अगर आप चाहें तो मैं उसे टेक्स्ट कर सकता हूं और देख सकता हूं कि वह आसपास है या नहीं",0
"नवीनतम 8, जी अभी भी वहाँ है यदि आप कुछ बारूद इकट्ठा कर सकते हैं और नए एके को आज़माना चाहते हैं",0
सुप्रभात पूकी पाई! आशा है मैंने तुम्हें नहीं जगाया,0
क्या आप जानते हैं कि मेरा लैब चश्मा कहां चला गया,0
"मुझे आशा है कि तुम ठीक हो बेब? मुझे चिंता है कि जब आपको पता चला कि नौकरी नकली थी तो आपको थोड़ी निराशा महसूस हुई होगी? मैं यहाँ इंतज़ार कर रहा हूँ कि तुम कब वापस आओगे, मेरे प्रिय",0
क्या फुजित्सु की श्रृंखला लाइफबुक अच्छी है?,0
क्या अंकल टिमी कारों को साफ़ करने में मदद करते हैं?,0
"मुझे नमस्कार, ! अपने आप को क्षमा योग्य समझें.",0
"टुंडे, तुम कैसे हो? यह तो बस आपके अच्छे दिन की कामना है। अबिओला.",0
हाहाहा..अपने दिमाग का इस्तेमाल करो प्रिय..वही यहाँ काम करेगा,0
"हाय डार्लिन, मैं अभी वापस आया हूं और मेरी रात बहुत अच्छी रही और लिफ्ट के लिए बहुत-बहुत धन्यवाद, कल आपसे मुलाकात होगी XXX",0
मैं &lt;#&gt; पर वहां रहूंगा  ठीक है।,0
फिर वह आज खरीद रही है? Ü मुझे सी करने की कोई ज़रूरत नहीं है...,0
बेब? मैंने तुम्हें खो दिया... क्या आप रीबूट करने का प्रयास करेंगे?,0
मैं इससे सहमत हूं क्योंकि मुझे नई चीजें आज़माना पसंद है। लेकिन मैंने तुम्हें बहुत डरा दिया। क्योंकि आपने बहुत ज़ोर से नहीं कहा।,0
मुझे लगता है कि आपने पहले ही ई फोरम में संकेत दे दिए हैं... क्योंकि मैंने बताया था कि रॉन एन डैरेन शुहुई को बताने जा रहे हैं।,0
अरे... आपकी बहन के लिए बहुत असुविधाजनक है ना?,0
यहाँ व्यस्त। नए साल को ख़त्म करने की कोशिश कर रहा हूँ. मैं आख़िरकार आपसे मिलने का इंतज़ार कर रहा हूँ...,0
"ओआईसी क्योंकि मुझे और मेरी बहन को आज दोपहर का खाना नहीं मिला, मेरे पिताजी बाहर गए थे... तो पता नहीं दोनों ने स्कूल में खाना खाया या नहीं...",0
क्या आप भोजन के लिए यहां रहेंगे?,0
"जापानी कहावत: यदि कोई इसे कर सकता है, तो आप भी इसे कर सकते हैं, यदि कोई इसे नहीं कर सकता, तो आपको इसे अवश्य करना चाहिए, भारतीय संस्करण: यदि कोई इसे कर सकता है, तो इसे करने दें.. यदि कोई इसे नहीं कर सकता, तो इसे छोड़ दें!!",0
"हाँ, राजकुमारी. टोलेडो.",0
के..मेरा धन्यवाद वापस करो।,0
ठीक है मेरे साथ भी ऐसा ही है. खैर स्पष्टीकरण के लिए धन्यवाद,0
"पीट, क्या यह अभी भी तुम्हारा फ़ोन है? यह कॉलेज से जेनी और लीन है। आप अब तक क्या कर रहे हैं? :)",0
"अभी तक निश्चित नहीं हूं, फिर भी उसे पकड़ने की कोशिश कर रहा हूं",0
मैं ठीक हूं. सपने का पीछा करते हुए. क्या अच्छा है। आप आगे क्या कर रहे हैं?,0
मैंने सोशल का उपयोग कब किया... मैं इसे केवल घर पर उपयोग करता हूं... मुझे नहीं पता कि इसे वर्ड आर् में कैसे टाइप किया जाए...,0
"हाहा, मैं ऐसा करूंगी लेकिन इन ऐंठन के बावजूद मुझे एक लड़की बनना पसंद है।",0
क्या हम अभी भी आज रात 4 रात्रि भोज के लिए मिलेंगे?,0
"क्या उन्होंने कहा कि मैं किसी भी तरह से कितना शानदार हूं, या किसी भी चीज को जीने की इच्छा खोने जैसे बड़े जीवन उत्थान की जरूरत है, क्या आपको लगता है कि मैं एन वी क्यू से मरने वाला पहला व्यक्ति होऊंगा?",0
क्या आपने अभी तक काम पूरा नहीं किया है या कुछ और?,0
"मैं एक मीटिंग में हूं, मुझे बाद में 4 बजे कॉल करें",0
अरे बाप रे। मैं लगभग घर पर हूं,0
"डेन केवल सप्ताह के दिनों में विशेष कीमत मिलती है... हैज़... लियाओ नहीं खा सकते... नाखून काटें, मुझे तब तक इंतजार करना होगा जब तक मैं ड्राइविंग खत्म नहीं कर लेता, दोपहर का भोजन अभी भी मुझे खाना चाहिए...",0
"ठीक है, यदि आप निश्चित हैं तो यह बहुत अच्छा होगा। इस बारे में सोचें कि आप क्या करना चाहते हैं, पीना, नाचना, खाना, सिनेमा, अंदर, बाहर, इसके बारे में... यह आप पर निर्भर करता है! के बारे में क्या?",0
फिर आपकी भौतिकी को एक- मिलता है?,0
क्या हम इस एकल उत्तर से लड़ रहे हैं? साथ ही मैंने कहा कि मैं टूट गया हूं और आपने जवाब नहीं दिया,0
ज़ोर से हँसना हाँ। हमारी दोस्ती धागे पर लटकी हुई है क्योंकि आप सामान नहीं खरीदेंगे।,0
आप भी...,0
आपके खाते में सफलतापूर्वक INR 100.00 भर दिए गए हैं; . आपके केरलसर्कल प्रीपेड खाते की शेष राशि 101.00 रुपये है; . आपकी लेनदेन आईडी KR 3567 है।,0
क्षमा मांगना। जब तक आप इसे बुक नहीं करते तब तक आप कभी नहीं सुनेंगे। एक तो मज़ाक था - वे वास्तव में पतली गोरी लड़कियों की तलाश में थे। दूसरी एक पंक्ति थी - आप इसके साथ कैमरे पर केवल इतना ही कर सकते हैं। कुछ ऐसा कि वे लुक में ढल रहे हैं।,0
यहां कोई करंट और खाना नहीं है. मैं भी अकेला हूँ,0
हम्म सोच रहा हूँ...,0
"आशा है आपके सिर में ज्यादा दर्द नहीं होगा 2! मैं इस्त्री के ढेर के माध्यम से अपना रास्ता बना रहा हूँ! यदि आप चाहें तो आज रात चिंकी के साथ रुकें, आएँ।",0
मुझे लगता है कि चेन्नई अच्छी तरह से व्यवस्थित है?,0
हाय जन्मदिन मुबारक हो। हाय हाय हाय हाय हाय हाय,0
शुभ प्रभात। मरम्मत की दुकान पर--इस समय मेरे जागने का एकमात्र कारण।,0
आप कहते हैं लेह... बेशक कुछ नहीं होगा लार। वी रोमांटिक मत कहो बस थोड़ा सा लोर। मुझे लगता है कि लेह का रात का दृश्य इतना अच्छा नहीं है।,0
"यह बहुत असभ्य है, आप कैंपस में?",0
क्या आपने देखा कि मैंने आपके फेसबुक पर क्या पोस्ट किया है?,0
वह विश्व विख्यात हैं....,0
"जुरोंग प्वाइंट तक जाओ, पागल.. केवल बुगिस एन ग्रेट वर्ल्ड ला ई बुफे में उपलब्ध है... वहां सिने को और अधिक देखने को मिला...",0
ठीक है ला... तुम्हारे साथ मजाक कर रहा हूँ...,0
तुम इतनी जल्दी नहीं कहते... तुम पहले से ही कहते हो...,0
"नहीं, मुझे नहीं लगता कि वह यूएसएफ जाता है, हालाँकि वह यहीं रहता है",0
यहां तक ​​कि मेरा भाई भी मुझसे बात करना पसंद नहीं करता. वे मेरे साथ एड्स पेटेंट की तरह व्यवहार करते हैं।,0
आपके अनुरोध के अनुसार 'मेले मेले (ओरु मिन्नामिनुंगिन्टे नुरुंगु वेट्टम)' को सभी कॉलर्स के लिए आपके कॉलरट्यून के रूप में सेट किया गया है। अपने दोस्तों के कॉलर्ट्यून को कॉपी करने के लिए *9 दबाएँ,0
"मैं जल्द ही घर आऊंगा और मैं आज रात इस विषय पर और बात नहीं करना चाहता, ठीक? मैं आज बहुत रोया हूं.",0
मैं इस राहत के लिए आपको धन्यवाद देने के लिए सही शब्द खोज रहा हूं। मैं वादा करता हूं कि मैं आपकी मदद को हल्के में नहीं लूंगा और अपना वादा पूरा करूंगा। आप हर समय अद्भुत और आशीर्वाद देने वाले रहे हैं।,0
रविवार को मेरी वसीयत के साथ डेट है!!,0
ओह ठीक...मैं यहाँ देख रहा हूँ :),0
"एह, तुम्हें याद है कि 2 ने उसका नाम कैसे लिखा था... हाँ, मुझे याद था। वह तब तक शरारती बना रहेगा जब तक मैं गीला नहीं हो जाता।",0
यदि आप ऐसा महसूस करते हैं तो ठीक है। इसी तरह से यह बी होगा,0
क्या आप सचमुच उसका नाम इसी तरह लिखते हैं?,0
मैं 2 महीने तक प्रयास करने जा रहा हूं हा हा केवल मजाक कर रहा हूं,0
तो आप पहले लार का भुगतान करें... फिर आपका स्टॉक कब आ रहा है...,0
अपना दोपहर का भोजन ख़त्म करने के बाद मैं नीचे चला जाता हूँ। अर्द 3 smth लोर. क्या आपने अपना दोपहर का भोजन पहले ही ख़त्म कर लिया?,0
"फफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफफ्फ़. ठीक है, किसी भी तरह मैं आपसे जल्दी नहीं मिल सकता?",0
"बस खुद को एक टुकड़ा खाने के लिए मजबूर किया। हालाँकि, मैं वास्तव में भूखा नहीं हूँ। यह बेकार है. Mark is getting worried. जब मैं पिज़्ज़ा ठुकरा देता हूँ तो वह जानता है कि मैं बीमार हूँ। ज़ोर-ज़ोर से हंसना",0
Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know.,0
क्या आपने बस पकड़ी? क्या आप अंडा फ्राई कर रहे हैं? क्या तुमने चाय बनाई? क्या आप अपनी माँ का बचा हुआ खाना खा रहे हैं? क्या तुम्हें मेरा प्यार महसूस होता है?,0
"मैं वापस आ गया हूं &amp; हम अभी कार पैक कर रहे हैं, अगर जगह होगी तो मैं आपको बता दूंगा",0
आह. काम। मुझे वह धुँधला-धुँधा याद है! यह किसके जैसा महसूस होता है? ज़ोर-ज़ोर से हंसना,0
Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know.,0
"हाँ, वह 2 बजे आया और क्षमाप्रार्थी था। n बाहर गिर गया था और वह बिगड़ैल बच्चे की तरह व्यवहार कर रही थी और वह उसमें फंस गया था। 2 बजे तक! लेकिन हम वहां नहीं जाएंगे! बहुत बुरी तरह से नहीं चीयर्स. आप?",0
के मुझे अपने बारे में कुछ बताओ.,0
आपके द्वारा अभी-अभी किए गए सभी घरेलू कामों से बेहोश होने के डर से? जल्दी से एक कपपा लो,0
"हाँ... ठीक है, मैं घर जाता हूँ, समय देखता हूँ, फिर मैं ü संदेश भेजता हूँ... ज़ुहुई भी 2 मई को सीखने जा रही है, लेकिन उसका पाठ सुबह 8 बजे है",0
"उफ़, जब मेरे रूममेट का काम पूरा हो जाएगा तो मैं तुम्हें बता दूँगा",0
मैं अपनी कार पर बी अक्षर देखता हूं,0
कुछ भी या...आप तय करें...,0
नमस्ते! आप कैसे हैं और शनिवार का दिन कैसा बीता? मैं सिर्फ यह देखने के लिए संदेश भेज रहा था कि क्या आपने कुछ करने का निर्णय लिया है। ऐसा नहीं है कि मैं स्वयं को या किसी चीज़ को आमंत्रित करने का प्रयास कर रहा हूँ!,0
कृपया वाट्स के साथ आगे बढ़ें। मैं बस आश्वस्त होना चाहता था. आपका सप्ताहांत बहुत अच्छा रहे। अबिओला,0
"क्या मैं आपको बताना भूल गया? मैं तुम्हें चाहता हूं, मुझे तुम्हारी जरूरत है, मुझे तुम्हारी चाहत है... लेकिन सबसे ज्यादा... मैं तुमसे प्यार करता हूं मेरे प्यारे अरेबियन घोड़े... मम्म्म्म्म... यम्मी",0
